Id,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,Website,Industry,AnnualRevenue,NumberOfEmployees
0016F00001xjURbQAM,Rent Rhino,,000000000000000AAA,,,,,,,,,,,1300 996 190,,,,Real Estate,,
0016F00001xjURcQAM,Rent.com.au,,000000000000000AAA,,,,,Australia,,,,,,08 9322 7600,,,,Real Estate,,
0016F00001xjURdQAM,Rent4Keeps,,000000000000000AAA,,,,,Australia,,,,,,07 3252 5000,,,,Retail,,
0016F00001xjUReQAM,Rental Express,,000000000000000AAA,,,,,Australia,,,,,,,,,,Real Estate,,
0016F00001xjURfQAM,Rentokil,,000000000000000AAA,,,,,,,,,,,02 8719 6100,,,,Services,,
0016F00001xjURgQAM,Republic Events,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjURhQAM,Republica Coffee,,000000000000000AAA,,,,,Australia,,,,,,1300 364 009,,,,Food & Drink,,
0016F00001xjURiQAM,Resene Paints,,000000000000000AAA,,,,,,,,,,,07 5594 9522,,,,DIY & Hardware,,
0016F00001xjURjQAM,Resi Mortgages,,000000000000000AAA,,,,,,,,,,,02 9280 0007,,,,Mortgage & Home Loan,,
0016F00001xjURkQAM,Residential Tenancies Authority,,000000000000000AAA,,,,,Australia,,,,,,07 3046 5400,,,,Government,,
0016F00001xjURlQAM,ResMed Australia,,000000000000000AAA,,,,,Australia,,,,,,8884 1000,,,,Medical,,
0016F00001xjURmQAM,Resources for Courses,,000000000000000AAA,,,,,Australia,,,,,,,,,,Exhibitions & Centres,,
0016F00001xjURnQAM,Ressleep,,000000000000000AAA,,,,,Australia,,,,,,1300 925387,,,,,,
0016F00001xjURoQAM,Rest Super,,000000000000000AAA,,,,,,,,,,,,,,,Superannuation,,
0016F00001xjURpQAM,Restaurant 317,,000000000000000AAA,,Parramatta,NSW,,Australia,,,,,,1300 317 317,,,,Bars & Restaurants,,
0016F00001xjURqQAM,Retail Apparel Group,,000000000000000AAA,,,,,Australia,,,,,,02 9699 0888,,,,Retail,,
0016F00001xjURrQAM,Retail Food Group,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjURsQAM,Retail Food Group / donut king/ Brumbys,,000000000000000AAA,,,,,,,,,,,07 5591 3242,,,,Fast Food,,
0016F00001xjURtQAM,Retail Zoo,,000000000000000AAA,,,,,,,,,,,,,,,Food & Drink,,
0016F00001xjURuQAM,Retail Zoo,,000000000000000AAA,,,,,Australia,,,,,,03 9508 4400,,,,,,
0016F00001xjURvQAM,Retpro Group,,000000000000000AAA,,,,,Australia,,,,,,03 8689 7577,,,,Super Stores,,
0016F00001xjURwQAM,Retravision,,000000000000000AAA,,,,,,,,,,,,,,,Retail,,
0016F00001xjURxQAM,Return To Work SA,,000000000000000AAA,,,,,Australia,,,,,,131855,,,,Government,,
0016F00001xjURyQAM,Revelian,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjURzQAM,Revlon Australia Pty,,000000000000000AAA,,,,,,,,,,,02 8875 9700,,,,Beauty,,
0016F00001xjUS0QAM,Revolution360,Activation Agency,000000000000000AAA,,,,,Australia,,,,,,02 8572 3900,,,,,,
0016F00001xjUS1QAM,RFI Intelligence,,000000000000000AAA,,,,,Australia,,,,,,02) 9146 5950,,,,,,
0016F00001xjUS2QAM,RGIB,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUS3QAM,Rheem,,000000000000000AAA,,,,,,,,,,,0 2 9684 9100,,,,,,
0016F00001xjUS4QAM,Rhino Rack,,000000000000000AAA,,,,,Australia,,,,,,02 9638 4744,,,,Cars,,
0016F00001xjUS5QAM,Rhino Tanks,,000000000000000AAA,,,,,Australia,,,,,,,,,,Utilities,,
0016F00001xjUS6QAM,Rhodes Shopping Centre,,000000000000000AAA,,,,,,,,,,,02 8754 1111,,,,Retail,,
0016F00001xjUS7QAM,"RHR Group (AMF Bowling, Syd Gym & Aqua Centre, Rooty Hill RSL)",,000000000000000AAA,,,,,Australia,,,,,,,,,,Local Attractions,,
0016F00001xjUS8QAM,Richards Rose,,000000000000000AAA,"Level 1, 66 - 72 Reservoir Street, Surry Hills",,,,Australia,,,,,,02 9213 2000,,,,,,
0016F00001xjUS9QAM,Richgro,,000000000000000AAA,,,,,Australia,,,,,,(08) 6258 7100,,,,DIY & Hardware,,
0016F00001xjUSAQA2,Ricoh,,000000000000000AAA,,,,,,,,,,,8977 1111,,,,Office Equipment,,
0016F00001xjUSBQA2,RID Australia,,000000000000000AAA,,,,,Australia,,,,,,07 4772 1411,,,,,,
0016F00001xjUSCQA2,Ride 365,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUSDQA2,Ridley Corporation,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUSEQA2,Right Homes,,000000000000000AAA,,,,,Australia,,,,,,,,,,Builders,,
0016F00001xjUSFQA2,Rights on site,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUSGQA2,RIM Blackberry,,000000000000000AAA,,,,,,,,,,,02 9463 7600,,,,,,
0016F00001xjUSHQA2,Ring of Security Pty Ltd (ring.com),,000000000000000AAA,"Ring of Security Pty Ltd Level 6, 468 St Kilda Road Melbourne, VIC 3004",,,,Australia,,,,,,02 8294 9169,,,,Security,,
0016F00001xjUSIQA2,Rinnai,,000000000000000AAA,,,,,,,,,,,03 9271 6625,,,,Air Conditioning,,
0016F00001xjUSJQA2,"Rinoldi Group (Byron Bay Cookies, Vetta Pasta)",,000000000000000AAA,6 Brigantine Street,Byron Bay,NSW,2481,Australia,,,,,,(02)6685 5800,,,,,,
0016F00001xjUSKQA2,Rio Tinto,,000000000000000AAA,120 Collins Street Melbourne 3000 Australia,,,,Australia,,,,,,03 9283 3333,,,,Mining,,
0016F00001xjUSLQA2,Riot! Art and Craft,,000000000000000AAA,,,,,Australia,,,,,,395557350,,,,,,
0016F00001xjUSMQA2,Ripcurl,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUSNQA2,Ripley's Believe It Or Not! Odditorium,,000000000000000AAA,,,QLD,,Australia,,,,,,07 5592 0040,,,,Local Attractions,,
0016F00001xjUSOQA2,Ripsnore,,000000000000000AAA,,,,,Australia,,,,,,1300 473 805,,,,,,
0016F00001xjUSPQA2,Riseality Fitness,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUSQQA2,Rivalea,,000000000000000AAA,,,,,,,,,,,02 6033 8333,,,,Food & Drink,,
0016F00001xjUSRQA2,River City Learning,,000000000000000AAA,,,,,Australia,,,,,,,,,,Childcare,,
0016F00001xjUSSQA2,River City Trees,,000000000000000AAA,,,,,Australia,,,,,,07 3264 1200,,,,Florists,,
0016F00001xjUSTQA2,Rivercity Motorway Group,,000000000000000AAA,,,,,,,,,,,07 3046 4000,,,,Transport,,
0016F00001xjUSUQA2,Rivergum Homes,,000000000000000AAA,,,,,Australia,,,,,,,,,,Builders,,
0016F00001xjUSVQA2,Riverlife Brisbane,,000000000000000AAA,,,,,Australia,,,,,,07 3891 5766,,,,Local Attractions,,
0016F00001xjUSWQA2,Rivermount Education,,000000000000000AAA,,,,,Australia,,,,,,07) 3287 0000,,,,,,
0016F00001xjUSXQA2,Rivers is now owned by Speciality Fashion Group,,000000000000000AAA,,,,,,,,,,,(039) 852-8804,,,,Retail,,
0016F00001xjUSYQA2,Riverside Adventure,,000000000000000AAA,,,,,,,,,,,07 3891 5766,,,,Local Attractions,,
0016F00001xjUSZQA2,Riverside Hotel SouthBank,,000000000000000AAA,,,,,Australia,,,,,,07 3846 0577,,,,Hotels,,
0016F00001xjUSaQAM,Rivertel,,000000000000000AAA,,,,,Australia,,,,,,02 6788 0301,,,,Telecommunications,,
0016F00001xjUSbQAM,Riviana Foods,,000000000000000AAA,,,,,,,,,,,039) 212-6000,,,,Food & Drink,,
0016F00001xjUScQAM,RK Realty Group,,000000000000000AAA,,,,,Australia,,,,,,02 9743 1300,,,,Builders,,
0016F00001xjUSdQAM,RMIT Uni,,000000000000000AAA,,,,,,,,,,,,,,,University,,
0016F00001xjUSeQAM,Road Safety Commission WA,,000000000000000AAA,,,,,Australia,,,,,,,,,,Government,,
0016F00001xjUSfQAM,Road Tech Marine,,000000000000000AAA,,,,,Australia,,,,,,,,,,Camping Equipment,,
0016F00001xjUSgQAM,Roads and Maritime Service (RTA),,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUShQAM,Roadstar Caravans,,000000000000000AAA,,,,,Australia,,,,,,1300 762 378,,,,Tourism,,
0016F00001xjUSiQAM,Robern Menz,,000000000000000AAA,"71 Glynburn Road Glynde, South Australia  5070 AUSTRALIA",,,,Australia,,,,,,08 8368 7700,,,,Confectionary,,
0016F00001xjUSjQAM,Robert Half Recruitment,,000000000000000AAA,,,,,,,,,,,02 9241 6255,,,,Recruiters,,
0016F00001xjUSkQAM,Roberts World ( Avida),,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUSlQAM,Robina Group,,000000000000000AAA,,,,,Australia,,,,,,07 5593 3433,,,,Real Estate,,
0016F00001xjUSmQAM,Robins Food,,000000000000000AAA,,,,,Australia,,,,,,03 9398 1088,,,,Food & Drink,,
0016F00001xjUSnQAM,Robomaid [CLOSED],,000000000000000AAA,,,,,Australia,,,,,,02 8188 0132,,,,Electronics,,
0016F00001xjUSoQAM,Robot Building Supplies (Melb),,000000000000000AAA,,,,,Australia,,,,,,03 9535 1700,,,,DIY & Hardware,,
0016F00001xjUSpQAM,Roche Group (Calypsobay & Hunter Valley Gardens),,000000000000000AAA,,,,,Australia,,,,,,07 5546 1744,,,,,,
0016F00001xjUSqQAM,Rochele Painting,,000000000000000AAA,,,,,Australia,,,,,,07 3262 8233,,,,,,
0016F00001xjUSrQAM,Rockface Indoor Rock Climbing Centre,,000000000000000AAA,,,,,Australia,,,,,,08 9328 5998,,,,Gyms,,
0016F00001xjUSsQAM,Rockingham Wild Encounters,,000000000000000AAA,,,,,,,,,,,089591 1333,,,,Local Attractions,,
0016F00001xjUStQAM,Rocksport Indoor Climbing Brisbane,,000000000000000AAA,,,,,Australia,,,,,,07 3216 0462,,,,Local Attractions,,
0016F00001xjUSuQAM,Rockstar,Activation Agency,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUSvQAM,Rocktape,,000000000000000AAA,"Unit 13/515 Walter Road East, Morley, WA 6062",,,,Australia,,,,,,08 9379 3400,,,,Medical,,
0016F00001xjUSwQAM,Rocky Mountaineer,,000000000000000AAA,,,,,Australia,,,,,,,,,,Travel Agent,,
0016F00001xjUSxQAM,Rod's Kitchen,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUSyQAM,RODD & GUNN,,000000000000000AAA,"Level 1, 540 Melbourne Rd",Prahran,VIC,3181,Australia,,,,,,1800 008 658,,,,,,
0016F00001xjUSzQAM,Rodneys Garden Centre,,000000000000000AAA,,,,,,,,,,,02 62576933,,,,,,
0016F00001xjUT0QAM,Rokk Ebony,,000000000000000AAA,,,,,Australia,,,,,,03) 9251 1908,,,,,,
0016F00001xjUT1QAM,Rolex,,000000000000000AAA,70 Collins Street Melbourne 3000 Victoria Australia  Tel: +61 3 9654 3988 Fax: +61 3 9650 4499,,,,,,,,,,03 9654 3988,,,,,,
0016F00001xjUT2QAM,Rolfe Renault,,000000000000000AAA,,,,,,,,,,,02 6282 8000,,,,,,
0016F00001xjUT3QAM,Rollie Nation,,000000000000000AAA,,,,,,,,,,,0402 779 757,,,,Retail,,
0016F00001xjUT4QAM,Roma Foods (Orgran),,000000000000000AAA,,,,,Australia,,,,,,397769044,,,,,,
0016F00001xjUT5QAM,Romano Beck,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUT6QAM,Ronald McDonald's House Charities (RMHC),,000000000000000AAA,,,,,Australia,,,,,,1300 307 642,,,,,,
0016F00001xjUT7QAM,Roof Rack City,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUT8QAM,Roof Racks Galore,,000000000000000AAA,,,,,Australia,,,,,,733503711,,,,Cars,,
0016F00001xjUT9QAM,Roof Seal,,000000000000000AAA,,,,,Australia,,,,,,1300367070,,,,Builders,,
0016F00001xjUTAQA2,Rooty Hill RSL,,0016F00001xjUS7QAM,,,,,,,,,,,9625 5500,,,,,,
0016F00001xjUTBQA2,Rose and Jones,,000000000000000AAA,,,,,,,,,,,9327 6944,,,,Real Estate,,
0016F00001xjUTCQA2,Rosehip Vital,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUTDQA2,Roses Only,,000000000000000AAA,,,,,,,,,,,8346 9300,,,,,,
0016F00001xjUTEQA2,Ross Cosmetics,,000000000000000AAA,,,,,,,,,,,03 9338 5222,,,,Beauty,,
0016F00001xjUTFQA2,Ross Evans Garden Centre,,000000000000000AAA,,,QLD,,,,,,,,(073) 378-5553,,,,,,
0016F00001xjUTGQA2,Ross North Group,,000000000000000AAA,,,,,,,,,,,08 9431 8100,,,,,,
0016F00001xjUTHQA2,Rossdale Homes,,000000000000000AAA,,,,,Australia,,,,,,08 8433 2000,,,,,,
0016F00001xjUTIQA2,Rossi Boots,,000000000000000AAA,,,,,Australia,,,,,,(08) 8352 7844,,,,Builders,,
0016F00001xjUTJQA2,Rotary Australia,,000000000000000AAA,,,,,,,,,,,08 9368 7518,,,,Charities,,
0016F00001xjUTKQA2,Rotondo Dental,,000000000000000AAA,,,,,Australia,,,,,,07 3229 9333,,,,,,
0016F00001xjUTLQA2,Rottnest Ferry Service,,000000000000000AAA,,,,,Australia,,,,,,1300467688,,,,Tourism,,
0016F00001xjUTMQA2,Rouge Coffee,,000000000000000AAA,,,,,Australia,,,,,,1300 979 496,,,,,,
0016F00001xjUTSQA2,DUPLICATE,,000000000000000AAA,,,,,Australia,,,,,,03 9695 7822,,,,,,
0016F00001xjUTTQA2,Roundup,,000000000000000AAA,,,,,Australia,,,,,,1800 635 797,,,,Garden,,
0016F00001xjUTUQA2,Rout Brothers Real Estate,,000000000000000AAA,,Brisbane,QLD,,Australia,,,,,,07 3899 4545,,,,Real Estate,,
0016F00001xjUTVQA2,Rover Mower MTD Group,,000000000000000AAA,,,,,,,,,,,03 9703 7600,,,,,,
0016F00001xjUTWQA2,Rowing Australia,,000000000000000AAA,,,,,Australia,,,,,,(026) 281-3910,,,,,,
0016F00001xjUTXQA2,Royal Adelaide Golf Club,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTYQA2,Royal Agricultural Society of NSW,Supplier,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTZQA2,Royal Australian College of General Practitioners,,000000000000000AAA,,,,,Australia,,,,,,03 8699 0300,,,,Education,,
0016F00001xjUTaQAM,Royal Automobile Association (RAA),,000000000000000AAA,,,,,Australia,,,,,,882024600,,,,,,
0016F00001xjUTbQAM,Royal Botanic Gardens Victoria,,000000000000000AAA,,,,,Australia,,,,,,392522429,,,,,,
0016F00001xjUTcQAM,Royal Brisbane and Womens Hospital,,000000000000000AAA,,,,,Australia,,,,,,07 3636 8111,,,,Medical,,
0016F00001xjUTdQAM,Royal Brisbane Institute of Technology / Royal Brisbane International College,,000000000000000AAA,,,,,Australia,,,,,,,,,,Education,,
0016F00001xjUTeQAM,Royal Brunei Airlines,,000000000000000AAA,,,,,,,,,,,,,,,Airlines,,
0016F00001xjUTfQAM,Royal Caribbean Cruises (owns Celebrity X),,000000000000000AAA,,,,,Australia,,,,,,02 4331 5400,,,,,,
0016F00001xjUTgQAM,Royal Children's Hospital,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUThQAM,Royal College of Pathologists of Australasia,,000000000000000AAA,,,,,Australia,,,,,,02 8356 5858,,,,Education,,
0016F00001xjUTiQAM,Royal Commission,,000000000000000AAA,,,,,Australia,,,,,,,,,,Government,,
0016F00001xjUTjQAM,Royal Copenhagen Ice Cream Cone Company,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTkQAM,Royal Flair Caravans,,000000000000000AAA,,,,,,,,,,,03 9357 8118,,,,Caravan Sales,,
0016F00001xjUTlQAM,Royal Flying Doctor Service,,000000000000000AAA,,,,,Australia,,,,,,02 9941 8859,,,,Charities,,
0016F00001xjUTmQAM,Royal Freemasons Ltd,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTnQAM,Royal Melbourne Golf Club,,000000000000000AAA,,Melbourne,VIC,3000,Australia,,,,,,(03) 9598 6755,,,,Local Attractions,,
0016F00001xjUToQAM,Royal National Capital Agricultural Society,Supplier,000000000000000AAA,PO Box 124,Mitchell,ACT,2911,Australia,,,,,,02 6241 2478,,,,,,
0016F00001xjUTpQAM,Royal On The Park (Brisbane),,000000000000000AAA,,,,,,,,,,,732213411,,,,Hotels,,
0016F00001xjUTqQAM,Royal Perth Hospital,,000000000000000AAA,,,,,Australia,,,,,,8922242209,,,,,,
0016F00001xjUTrQAM,Royal Queensland Golf Club,,000000000000000AAA,,,,,Australia,,,,,,07 3633 6500,,,,Sports Clubs,,
0016F00001xjUTsQAM,Royal Queensland Yacht Squadron,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTtQAM,Royal Randwick Shopping Centre,,000000000000000AAA,,,,,Australia,,,,,,9398 9099,,,,Super Stores,,
0016F00001xjUTuQAM,Royal Rehab College,,000000000000000AAA,,,,,Australia,,,,,,,,,,Education,,
0016F00001xjUTvQAM,Royal Rehab Foundation,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTwQAM,Royale Limousines,,000000000000000AAA,,,,,Australia,,,,,,02 9660 3666,,,,Services,,
0016F00001xjUTxQAM,Royalty Home Services,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTyQAM,RSEA,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUTzQAM,RSH Australia (Novo Shoes),,000000000000000AAA,,,,,,,,,,,03 9362 6336,,,,Retail,,
0016F00001xjUU0QAM,RSL Art Union,,000000000000000AAA,,,,,,,,,,,07 3839 8399,,,,,,
0016F00001xjUU1QAM,RSL Care RDNS,Client,000000000000000AAA,"Postal Level 3,  44 Musk Ave",Kelvin Grove,QLD,4059,Australia,,,,,,07 3251 6828,,,,,,
0016F00001xjUU2QAM,RSL NSW,,000000000000000AAA,,,,,,,,,,,292648188,,,,,,
0016F00001xjUU3QAM,RSL Queensland,Client,000000000000000AAA,283 St Pauls Terrace,Fortitude Valley,QLD,4006,,,,,,,073 634-9444,,,www.rslqld.org,Associations,,
0016F00001xjUU4QAM,RSL SA,,000000000000000AAA,,,,,,,,,,,08 8100 7300,,,,Associations,,
0016F00001xjUU5QAM,RSL WA,,000000000000000AAA,,,,,Australia,,,,,,08 9287 3799,,,,Sports Clubs,,
0016F00001xjUU6QAM,RSP Automotive (Rare Spares),,000000000000000AAA,,,,,Australia,,,,,,039305 4000,,,,Motoring,,
0016F00001xjUU7QAM,RSPCA,,000000000000000AAA,,,,,,,,,,,07 3426 9999,,,,,,
0016F00001xjUU8QAM,RT Edgar Real Estate,,000000000000000AAA,,,,,Australia,,,,,,(03) 9826 1000,,,,Real Estate,,
0016F00001xjUU9QAM,RT Edwards,,000000000000000AAA,,,,,Australia,,,,,,08 8269 0300,,,,Electronics,,
0016F00001xjUUAQA2,Rubix Modular *Ceased trading*,,000000000000000AAA,,,,,Australia,,,,,,,,,,Builders,,
0016F00001xjUUBQA2,Rufus & Coco,,000000000000000AAA,,,,,Australia,,,,,,2 9960 5019,,,,,,
0016F00001xjUUCQA2,Rugby WA,,000000000000000AAA,,,,,,,,,,,08 9387 0703,,,,Sports Clubs,,
0016F00001xjUUDQA2,Rugs 4 Less,,000000000000000AAA,,,,,Australia,,,,,,(08) 8357 9357,,,,,,
0016F00001xjUUEQA2,Rugs a Million,,000000000000000AAA,,,,,Australia,,,,,,(07) 5579 0507,,,,Retail,,
0016F00001xjUUFQA2,RUN Property,,000000000000000AAA,,,,,Australia,,,,,,03 9514 8888,,,,Real Estate,,
0016F00001xjUUGQA2,Rundle Mall,,000000000000000AAA,,,,,Australia,,,,,,08 8203 7200,,,,Retail,,
0016F00001xjUUHQA2,Running Bare,,000000000000000AAA,,,,,,,,,,,02 9663 2111,,,,Retail,,
0016F00001xjUUIQA2,Rural Bank (Bendigo Bank),,000000000000000AAA,,,,,Australia,,,,,,08 8425 4380,,,,Banks,,
0016F00001xjUUJQA2,Rural Finance,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUUKQA2,Rural Press Club,,000000000000000AAA,,,,,Australia,,,,,,,,,,Associations,,
0016F00001xjUULQA2,Ruralco,,000000000000000AAA,,,,,,,,,,,03 6235 1444,,,,Agricultural Machinery,,
0016F00001xjUUMQA2,Russell Curtis & Janes Advertising Pty Ltd,Agency,000000000000000AAA,11/202 - 220 Ferntree Gully Rd,Notting Hill,VIC,3168,,,,,,,1300 737 435,,,,,,
0016F00001xjUUNQA2,Rust Oleum,,000000000000000AAA,,,,,,,,,,,02 8808 0600,,,,Retail,,
0016F00001xjUUOQA2,Rutherford & Johnston Properties,,000000000000000AAA,"66 Oatley Court, Belconnen, ACT, 2617",,,,Australia,,,,,,02 6253 3333,,,,Real Estate,,
0016F00001xjUUPQA2,RV Homebase (retirement Homes),,000000000000000AAA,,,QLD,,,,,,,,(040) 178-8792,,,,Real Estate,,
0016F00001xjUUQQA2,Ryall Design,,000000000000000AAA,,,,,Australia,,,,,,0404 654 225,,,,,,
0016F00001xjUURQA2,Rycon Building Group,,000000000000000AAA,"Suite 8, 14 Albert Street",Blackburn,VIC,3130,Australia,,,,,,03 9894 1500,,,,Builders,,
0016F00001xjUUSQA2,Ryde Nissan Dealership,,000000000000000AAA,,,,,,,,,,,(02) 9850 1288???,,,,Cars,,
0016F00001xjUUTQA2,Rydges Fortitude Valley,,000000000000000AAA,,,,,Australia,,,,,,731883000,,,,Hotels,,
0016F00001xjUUUQA2,Rydges Horizons Resort Snowy Mountains,,000000000000000AAA,,,,,Australia,,,,,,(02) 6456 2562,,,,,,
0016F00001xjUUVQA2,Rydges South Bank Brisbane,,000000000000000AAA,,,,,Australia,,,,,,07 3364 0800,,,,Hotels,,
0016F00001xjUUWQA2,SA Health,,000000000000000AAA,,,,,,,,,,,08 8226 0795,,,,Government,,
0016F00001xjUUXQA2,SA Power Networks,,000000000000000AAA,1 Anzac Highway Keswick South Australia 5035,,,,Australia,,,,,,13 12 61,,,,Utilities,,
0016F00001xjUUYQA2,SA Water,,000000000000000AAA,,,,,,,,,,,08 7424 2477,,,,Utilities,,
0016F00001xjUUZQA2,Saba Lawyers,,000000000000000AAA,,,,,Australia,,,,,,02) 9258 1981,,,,Lawyers,,
0016F00001xjUUaQAM,Saban Brands,,000000000000000AAA,"Level 5, 228 Pitt Street, Sydney, NSW, 2000",,,,Australia,,,,,,292830855,,,,Sportswear,,
0016F00001xjUUbQAM,Sabbaba,,000000000000000AAA,,,,,Australia,,,,,,,,,,Fast Food,,
0016F00001xjUUcQAM,Sabco,,000000000000000AAA,,,,,,,,,,,03 86982800,,,,Household Products,,
0016F00001xjUUdQAM,Sabrands,,000000000000000AAA,,,,,Australia,,,,,,396930500,,,,Food & Drink,,
0016F00001xjUUeQAM,Sacred Heart College Geelong,,000000000000000AAA,,,,,,,,,,,,,,,Education,,
0016F00001xjUUfQAM,Saeco,,000000000000000AAA,,,,,,,,,,,02 9947 0000,,,,,,
0016F00001xjUUgQAM,Safcol,,000000000000000AAA,,,,,,,,,,,02 8852 2100,,,,,,
0016F00001xjUUhQAM,"Safe & Sure Electricans, Air Conditioning & Solar",,000000000000000AAA,"66 Brighton Tce Sandgate, QLD 4017 Australia",,,,Australia,,,,,,073269 9773,,,,,,
0016F00001xjUUiQAM,Safe Work NSW,,000000000000000AAA,,,,,,,,,,,(02) 4321 5000,,,,Associations,,
0016F00001xjUUjQAM,Safe4u,,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUUkQAM,Safeclean,,000000000000000AAA,,,,,Australia,,,,,,07 3823 2333,,,,,,
0016F00001xjUUlQAM,Safety Institute Australia,,000000000000000AAA,,,,,Australia,,,,,,(03) 8336 1995,,,,Unknown,,
0016F00001xjUUmQAM,Saffire-Freycinet Tasmania,,000000000000000AAA,,,,,,,,,,,03 6256 7888,,,,,,
0016F00001xjUUnQAM,Sage Business Soluitons,,000000000000000AAA,,,,,,,,,,,02 9261 6500,,,,Business Software,,
0016F00001xjUUoQAM,Sage Institute (No longer trading),,000000000000000AAA,,,,,,,,,,,,,,,University,,
0016F00001xjUUpQAM,Sage One,,000000000000000AAA,,,,,Australia,,,,,,02 8115 6300,,,,Office Equipment,,
0016F00001xjUUqQAM,Salefest,Agency,000000000000000AAA,,,,,,,,,,,,,,,Ad Agency,,
0016F00001xjUUrQAM,Sales Force (handy Storage),,000000000000000AAA,,,,,,,,,,,1300 734 714,,,,Retail,,
0016F00001xjUUsQAM,Salesforce,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUUtQAM,Salin Plus,,000000000000000AAA,,,,,Australia,,,,,,1800011653,,,,Household Products,,
0016F00001xjUUuQAM,Saloon Door Productions,,000000000000000AAA,,,,,Australia,,,,,,,,,,,,
0016F00001xjUUvQAM,Salsabor Latin Dance Studio,,000000000000000AAA,,,,,,,,,,,0404 181 862,,,,,,
0016F00001xjUUwQAM,Salt Tree Creative Agency,,000000000000000AAA,,,,,Australia,,,,,,03 9510 8989,,,,,,
0016F00001xjUUxQAM,Saltwater Dream,,000000000000000AAA,,,,,,,,,,,02 44723811,,,,,,
0016F00001xjUUyQAM,Salumi,,000000000000000AAA,,,,,Australia,,,,,,02 66805030,,,,Food & Drink,,
0016F00001xjUUzQAM,Salvation Army,,000000000000000AAA,,,,,,,,,,,"(02) 9264 1711 (QLD,NSW,ACT)",,,,Charities,,
0016F00001xjUV0QAM,Samsonite,,000000000000000AAA,,,,,,,,,,,03) 9549 3444???,,,,,,
0016F00001xjUV1QAM,Samsung,,000000000000000AAA,,,,,,,,,,,02 9763 9700,,,,,,
0016F00001xjUV2QAM,Samsung Mobile,,000000000000000AAA,,,,,,,,,,,02 9763 9700,,,,,,
0016F00001xjUV3QAM,San Churro Chocolateria,,000000000000000AAA,,,,,Australia,,,,,,03 8415 8500,,,,,,
0016F00001xjUV4QAM,San Remo Pasta,,000000000000000AAA,,,,,,,,,,,08 8261-0555,,,,Food & Drink,,
0016F00001xjUV5QAM,Mulpha Sanctuary Cove,Client,000000000000000AAA,,,,,Australia,,,,,,07 5577 6500,,,,Hotels,,
0016F00001xjUV6QAM,Sanctuary Energy,,000000000000000AAA,,,,,Australia,,,,,,02 4351 5599,,,,Utilities,,
0016F00001xjUV7QAM,Sanctury Energy,,000000000000000AAA,,,,,Australia,,,,,,1800 109 099,,,,Utilities,,
0016F00001xjUV8QAM,Sandbox Media,Agency,000000000000000AAA,,,,,,,,,,,,,,,,,
0016F00001xjUV9QAM,Sandgate RSL,,000000000000000AAA,,,,,Australia,,,,,,07 3269 2704,,,,Local Attractions,,
0016F00001xjUVAQA2,Sandisk,,000000000000000AAA,,,,,Australia,,,,,,02 9004 7247,,,,Telecommunications,,
0016F00001xjUVBQA2,Sandleford Hardware,,000000000000000AAA,,,,,Australia,,,,,,03 9786 0055,,,,Outdoor Furniture,,
0016F00001xjUVCQA2,Sandown Racecourse,,000000000000000AAA,,Springvale,VIC,3171,Australia,,,,,,03 9518 1362,,,,Local Attractions,,
